,type,block_type,Clasificacion Mamual,makes_sense,text,description,,coordinates_points,filetype,languages,page_number,filename,detection_class_prob,parent_id,image_path,,,,element_id
41,Title,Title,Title,TRUE,2.5 Decoding,"This text block is a sectional heading, likely indicating a subsection within a larger document, specifically related to the topic of decoding.",,"((297.3731994628906, 398.1821761111111), (297.3731994628906, 425.8560649999999), (473.09332275390625, 425.8560649999999), (473.09332275390625, 398.1821761111111))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.864804685,,,,,,1d080bc28a22963b9b5c291a85126152
42,NarrativeText,UncategorizedText,NarrativeText,TRUE,"At test time, RAG-Sequence and RAG-Token require different ways to approximate arg maxy p(y|x).","The text discusses the requirements for approximating arg maxy p(y|x) at test time for RAG-Sequence and RAG-Token, but it is too brief to be considered a narrative text block.",,"((299.0027777777778, 453.2531788888889), (299.0027777777778, 486.08032555555536), (1404.8439916666666, 486.08032555555536), (1404.8439916666666, 453.2531788888889))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,1d080bc28a22963b9b5c291a85126152,,,,,669f5b76bafd1b99fa227c6892d8da23
43,NarrativeText,UncategorizedText,NarrativeText,FALSE,"RAG-Token The RAG-Token model can be seen as a standard, autoregressive seq2seq genera- tor with transition probability: pj(yi|z,y1.i-1) = Zzemp,k(p(_‘x)) n(zil2)po(ysl|z, zi, y1:i—1) To decode, we can plug pg(yi |, y1.4—1) into a standard beam decoder.",The text block contains technical jargon and mathematical notation that is not self-explanatory or coherent without additional context.,,"((298.34228515625, 517.8210650000002), (298.34228515625, 618.3275477777777), (1407.8101806640625, 618.3275477777777), (1407.8101806640625, 517.8210650000002))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.929188967,1d080bc28a22963b9b5c291a85126152,,,,,667b79c645d658878aec98605e699338
44,NarrativeText,NarrativeText,NarrativeText,TRUE,"RAG-Sequence For RAG-Sequence, the likelihood p(y|x) does not break into a conventional per- token likelihood, hence we cannot solve it with a single beam search. Instead, we run beam search for each document z, scoring each hypothesis using pθ(yi|x, z, y1:i−1). This yields a set of hypotheses Y , some of which may not have appeared in the beams of all documents. To estimate the probability of an hypothesis y we run an additional forward pass for each document z for which y does not appear in the beam, multiply generator probability with pη(z|x) and then sum the probabilities across beams for the marginals. We refer to this decoding procedure as “Thorough Decoding.” For longer output sequences, |Y | can become large, requiring many forward passes. For more efﬁcient decoding, we can make a further approximation that pθ(y|x, zi) ≈ 0 where y was not generated during beam search from x, zi. This avoids the need to run additional forward passes once the candidate set Y has been generated. We refer to this decoding procedure as “Fast Decoding.”","The text block discusses the RAG-Sequence decoding procedures, including Thorough Decoding and Fast Decoding, for generating hypotheses and estimating probabilities in a machine learning context.",,"((299.0027777777778, 648.5781788888889), (299.0027777777778, 979.8914488888887), (1407.185302734375, 979.8914488888887), (1407.185302734375, 648.5781788888889))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.951742947,1d080bc28a22963b9b5c291a85126152,,,,,6fe0ef45d21c39bf53a23e3bdf932b3c
45,Title,Title,Title,TRUE,3 Experiments,The text '3 Experiments' serves as a heading or title for a section likely detailing three different experiments.,,"((295.4057922363281, 1026.4651022222222), (295.4057922363281, 1059.673991111111), (535.625244140625, 1059.673991111111), (535.625244140625, 1026.4651022222222))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.902167141,,,,,,b44cd191660dc39609ef4c1720389a9a
46,NarrativeText,NarrativeText,NarrativeText,TRUE,"We experiment with RAG in a wide range of knowledge-intensive tasks. For all experiments, we use a single Wikipedia dump for our non-parametric knowledge source. Following Lee et al. [31] and Karpukhin et al. [26], we use the December 2018 dump. Each Wikipedia article is split into disjoint 100-word chunks, to make a total of 21M documents. We use the document encoder to compute an embedding for each document, and build a single MIPS index using FAISS [23] with a Hierarchical Navigable Small World approximation for fast retrieval [37]. During training, we retrieve the top k documents for each query. We consider k ∈ {5, 10} for training and set k for test time using dev data. We now discuss experimental details for each task.","The text describes an experimental setup for using RAG in knowledge-intensive tasks, detailing the use of a Wikipedia dump, document encoding, and retrieval process.",,"((297.925, 1094.8309326171875), (297.925, 1334.9858933333333), (1408.6573486328125, 1334.9858933333333), (1408.6573486328125, 1094.8309326171875))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.953218102,b44cd191660dc39609ef4c1720389a9a,,,,,d6854008cb35b41f0bc899c89faf5371
47,Title,Title,Title,TRUE,3.1 Open-domain Question Answering,This text block is a sectional heading indicating a specific part of a document related to open-domain question answering.,,"((297.234375, 1375.007176111111), (297.234375, 1402.681065), (774.6889038085938, 1402.681065), (774.6889038085938, 1375.007176111111))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.883240759,,,,,,0126a0c969b7610c23fddd72b230ee58
48,NarrativeText,NarrativeText,NarrativeText,TRUE,"Open-domain question answering (QA) is an important real-world application and common testbed for knowledge-intensive tasks [20]. We treat questions and answers as input-output text pairs (x, y) and train RAG by directly minimizing the negative log-likelihood of answers. We compare RAG to the popular extractive QA paradigm [5, 7, 31, 26], where answers are extracted spans from retrieved documents, relying primarily on non-parametric knowledge. We also compare to “Closed-Book QA” approaches [52], which, like RAG, generate answers, but which do not exploit retrieval, instead relying purely on parametric knowledge. We consider four popular open-domain QA datasets: Natural Questions (NQ) [29], TriviaQA (TQA) [24]. WebQuestions (WQ) [3] and CuratedTrec (CT) [2]. As CT and WQ are small, we follow DPR [26] by initializing CT and WQ models with our NQ RAG model. We use the same train/dev/test splits as prior work [31, 26] and report Exact Match (EM) scores. For TQA, to compare with T5 [52], we also evaluate on the TQA Wiki test set.","The text discusses the methodology and comparison of different approaches in open-domain question answering (QA), including RAG, extractive QA, and Closed-Book QA. It also mentions the datasets used for evaluation and the metrics reported.",,"((300.0, 1430.6058349609375), (300.0, 1761.3914488888888), (1407.7315673828125, 1761.3914488888888), (1407.7315673828125, 1430.6058349609375))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.951989353,0126a0c969b7610c23fddd72b230ee58,,,,,3bb54c4e859851db06a7827fc9cccebd
49,Title,,Title,,3.2 Abstractive Question Answering,,,"((299.9292297363281, 1801.4127316666666), (299.9292297363281, 1829.0866205555553), (748.2533569335938, 1829.0866205555553), (748.2533569335938, 1801.4127316666666))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.875863314,,,,,,6b09ccf0af4ab5f68013a395cbe4b5e5
50,NarrativeText,NarrativeText,NarrativeText,TRUE,"RAG models can go beyond simple extractive QA and answer questions with free-form, abstractive text generation. To test RAG’s natural language generation (NLG) in a knowledge-intensive setting, we use the MSMARCO NLG task v2.1 [43]. The task consists of questions, ten gold passages retrieved from a search engine for each question, and a full sentence answer annotated from the retrieved passages. We do not use the supplied passages, only the questions and answers, to treat","The text discusses the capabilities of RAG models in generating free-form, abstractive answers in a knowledge-intensive setting, specifically using the MSMARCO NLG task v2.1.",,"((299.0027777777778, 1856.7432861328125), (299.0027777777778, 2005.97756), (1405.9337158203125, 2005.97756), (1405.9337158203125, 1856.7432861328125))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.943702102,6b09ccf0af4ab5f68013a395cbe4b5e5,,,,,d4b176ec5a8de85dec1415da4dfdf774
51,UncategorizedText,Title,UncategorizedText,TRUE,4,The text '4' could represent a section or chapter number in a document.,,"((843.0805555555555, 2061.325893333333), (843.0805555555555, 2088.999782222222), (856.9174999999999, 2088.999782222222), (856.9174999999999, 2061.325893333333))",application/pdf,['eng'],4,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,6b09ccf0af4ab5f68013a395cbe4b5e5,,,,,29d9e55eda2626067c8cdcdfa50be8d2
52,NarrativeText,NarrativeText,NarrativeText,TRUE,"MSMARCO as an open-domain abstractive QA task. MSMARCO has some questions that cannot be answered in a way that matches the reference answer without access to the gold passages, such as “What is the weather in Volcano, CA?” so performance will be lower without using gold passages. We also note that some MSMARCO questions cannot be answered using Wikipedia alone. Here, RAG can rely on parametric knowledge to generate reasonable responses.","The text discusses the challenges of using MSMARCO for open-domain abstractive QA tasks, noting that some questions require gold passages or cannot be answered using Wikipedia alone. It also mentions the use of RAG for generating reasonable responses based on parametric knowledge.",,"((295.1864013671875, 205.97867111111094), (295.1864013671875, 354.86367111111133), (1414.4527587890625, 354.86367111111133), (1414.4527587890625, 205.97867111111094))",application/pdf,['eng'],5,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.940415144,6b09ccf0af4ab5f68013a395cbe4b5e5,,,,,5e31e919f2ffe2a20644912486ccee09
53,Title,Title,NarrativeText,TRUE,Jeopardy Question Generation,"The text 'Jeopardy Question Generation' serves as a main or sectional heading, indicating the topic or focus of a document or section.",,"((300.0, 393.2960650000003), (300.0, 420.96995388888905), (728.5462036132812, 420.96995388888905), (728.5462036132812, 393.2960650000003))",application/pdf,['eng'],5,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.86276257,,,,,,61ae474d1454f38608f7ed3f9c95f1f9
54,NarrativeText,NarrativeText,NarrativeText,TRUE,"To evaluate RAG’s generation abilities in a non-QA setting, we study open-domain question gen- eration. Rather than use questions from standard open-domain QA tasks, which typically consist of short, simple questions, we propose the more demanding task of generating Jeopardy questions. Jeopardy is an unusual format that consists of trying to guess an entity from a fact about that entity. For example, “The World Cup” is the answer to the question “In 1986 Mexico scored as the ﬁrst country to host this international sports competition twice.” As Jeopardy questions are precise, factual statements, generating Jeopardy questions conditioned on their answer entities constitutes a challenging knowledge-intensive generation task.","The text discusses the evaluation of RAG’s generation abilities in a non-QA setting by proposing the task of generating Jeopardy questions, which are precise, factual statements conditioned on their answer entities.",,"((299.14166666666665, 448.97589333333326), (299.14166666666665, 688.7720044444446), (1413.1656494140625, 688.7720044444446), (1413.1656494140625, 448.97589333333326))",application/pdf,['eng'],5,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.953645289,61ae474d1454f38608f7ed3f9c95f1f9,,,,,14bdfb18dee3ef41bfc4434b11be764e
