,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path,next_block,makes_sense,block_type,description,table_text,image_description
26,Formula,42ab8ac66a27bc76ad6cc76dab72bbf1,"N Pracseasence(U7) = D py(2l@)po(yla.z) = D puzlz) [ [ po(wilz, 2, y1i-1) z€top-k(p(-|z)) z€top-k(p(-|z)) i","((398.22777777777776, 720.0003255555556), (398.22777777777776, 812.1522216796875), (1301.7734864999998, 812.1522216796875), (1301.7734864999998, 720.0003255555556))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.812188446521759,,,"RAG-Token Model In the RAG-Token model we can draw a different latent document for each target token and marginalize accordingly. This allows the generator to choose content from several documents when producing an answer. Concretely, the top K documents are retrieved using the retriever, and then the generator produces a distribution for the next output token for each document, before marginalizing, and repeating the process with the following output token, Formally, we deﬁne:",True,Formula,Mathematical formula related to probability and top-k selection.,,
27,NarrativeText,fb12f95b0899cc7b5c570161715fb064,"RAG-Token Model In the RAG-Token model we can draw a different latent document for each target token and marginalize accordingly. This allows the generator to choose content from several documents when producing an answer. Concretely, the top K documents are retrieved using the retriever, and then the generator produces a distribution for the next output token for each document, before marginalizing, and repeating the process with the following output token, Formally, we deﬁne:","((295.8310546875, 839.7905094444448), (295.8310546875, 988.8692266666666), (1407.905517578125, 988.8692266666666), (1407.905517578125, 839.7905094444448))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9377853274345398,,,"N Pracnen (W7) ~ [ S paGlpeilr, 2z p1) i z€top-k(p(-|z))",True,NarrativeText,"Explains the RAG-Token model, its document retrieval process, and how it generates output tokens by considering multiple documents.",,
28,Formula,12ce1178d589addb2928385031ac205b,"N Pracnen (W7) ~ [ S paGlpeilr, 2z p1) i z€top-k(p(-|z))","((505.2166666666666, 1004.4864366666668), (505.2166666666666, 1098.7362060546875), (1194.7845976111112, 1098.7362060546875), (1194.7845976111112, 1004.4864366666668))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7874074578285217,,,"Finally, we note that RAG can be used for sequence classiﬁcation tasks by considering the target class as a target sequence of length one, in which case RAG-Sequence and RAG-Token are equivalent.",False,UncategorizedText,The text appears to be a mathematical formula or expression that is not meaningful on its own.,,
29,NarrativeText,fdb47fd0a70f8dfce454e911bbfab3b7,"Finally, we note that RAG can be used for sequence classiﬁcation tasks by considering the target class as a target sequence of length one, in which case RAG-Sequence and RAG-Token are equivalent.","((293.3083801269531, 1124.1647822222221), (293.3083801269531, 1182.1414488888888), (1407.800048828125, 1182.1414488888888), (1407.800048828125, 1124.1647822222221))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9131911993026732,,,2.2 Retriever: DPR,True,NarrativeText,"Explains how RAG can be applied to sequence classification tasks by treating the target class as a single-length target sequence, making RAG-Sequence and RAG-Token equivalent in this context.",,
30,Title,4304a0d6f74e64a1800095490a884d6a,2.2 Retriever: DPR,"((297.1885986328125, 1220.9655094444445), (297.1885986328125, 1248.6393983333332), (548.4008266666667, 1248.6393983333332), (548.4008266666667, 1220.9655094444445))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8952699899673462,,,The retrieval component pη(z|x) is based on DPR [26]. DPR follows a bi-encoder architecture:,True,Title,A section title likely referring to a specific component or method related to retrieval.,,
31,NarrativeText,973dfae111ba3ad2a5910c17b2b558dc,The retrieval component pη(z|x) is based on DPR [26]. DPR follows a bi-encoder architecture:,"((299.14166666666665, 1276.0365122222222), (299.14166666666665, 1306.2525477777776), (1355.186771666667, 1306.2525477777776), (1355.186771666667, 1276.0365122222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8258834481239319,4304a0d6f74e64a1800095490a884d6a,,py(zl2) cexp (d(z)Ta()),True,NarrativeText,Describes the retrieval component based on DPR and its bi-encoder architecture.,,
32,Title,0cff167889198e1537967b87359c519f,py(zl2) cexp (d(z)Ta()),"((429.64722222222224, 1312.8665555555556), (429.64722222222224, 1354.260881111111), (751.4329432777777, 1354.260881111111), (751.4329432777777, 1312.8665555555556))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,,"d(z) = BERTd(z), q(x) = BERTq(x)",False,UncategorizedText,The text appears to be a fragment of code or a formula and lacks context to determine its meaning.,,
33,Formula,6150d0afd7f420db69c582cb10d2dae0,"d(z) = BERTd(z), q(x) = BERTq(x)","((444.9538879394531, 1324.0476233333334), (444.9538879394531, 1354.260881111111), (1270.3540420555562, 1354.260881111111), (1270.3540420555562, 1324.0476233333334))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.487331748008728,,,"where d(z) is a dense representation of a document produced by a BERTBASE document encoder [8], and q(x) a query representation produced by a query encoder, also based on BERTBASE. Calculating top-k(pη(·|x)), the list of k documents z with highest prior probability pη(z|x), is a Maximum Inner Product Search (MIPS) problem, which can be approximately solved in sub-linear time [23]. We use a pre-trained bi-encoder from DPR to initialize our retriever and to build the document index. This retriever was trained to retrieve documents which contain answers to TriviaQA [24] questions and Natural Questions [29]. We refer to the document index as the non-parametric memory.",True,Formula,"Formula defining d(z) as a dense representation of a document produced by a BERTBASE document encoder and q(x) as a query representation produced by a query encoder, also based on BERTBASE.",,
34,NarrativeText,0255aaab2b672f13e4aa22f5faf56fed,"where d(z) is a dense representation of a document produced by a BERTBASE document encoder [8], and q(x) a query representation produced by a query encoder, also based on BERTBASE. Calculating top-k(pη(·|x)), the list of k documents z with highest prior probability pη(z|x), is a Maximum Inner Product Search (MIPS) problem, which can be approximately solved in sub-linear time [23]. We use a pre-trained bi-encoder from DPR to initialize our retriever and to build the document index. This retriever was trained to retrieve documents which contain answers to TriviaQA [24] questions and Natural Questions [29]. We refer to the document index as the non-parametric memory.","((299.0027777777778, 1369.6727272222222), (299.0027777777778, 1579.80256), (1407.091064453125, 1579.80256), (1407.091064453125, 1369.6727272222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9477173686027528,,,2.3 Generator: BART,True,NarrativeText,This paragraph describes the technical details of a retrieval system using BERT and MIPS for document retrieval based on query relevance.,,
35,Title,4ee1f4f148a1b04123886a1e72752ec1,2.3 Generator: BART,"((298.1676330566406, 1618.6266205555555), (298.1676330566406, 1646.3005094444443), (578.5135498046875, 1646.3005094444443), (578.5135498046875, 1618.6266205555555))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8494035005569458,,,"The generator component pθ(yi|x, z, y1:i−1) could be modelled using any encoder-decoder. We use BART-large [32], a pre-trained seq2seq transformer [58] with 400M parameters. To combine the input x with the retrieved content z when generating from BART, we simply concatenate them. BART was pre-trained using a denoising objective and a variety of different noising functions. It has obtained state-of-the-art results on a diverse set of generation tasks and outperforms comparably-sized T5 models [32]. We refer to the BART generator parameters θ as the parametric memory henceforth.",True,Title,This is a section title likely followed by a descriptive block about the BART generator.,,
36,NarrativeText,48ba381148e4f560f12fb05c7f51d962,"The generator component pθ(yi|x, z, y1:i−1) could be modelled using any encoder-decoder. We use BART-large [32], a pre-trained seq2seq transformer [58] with 400M parameters. To combine the input x with the retrieved content z when generating from BART, we simply concatenate them. BART was pre-trained using a denoising objective and a variety of different noising functions. It has obtained state-of-the-art results on a diverse set of generation tasks and outperforms comparably-sized T5 models [32]. We refer to the BART generator parameters θ as the parametric memory henceforth.","((299.14166666666665, 1673.6976233333332), (299.14166666666665, 1853.4942266666667), (1407.786865234375, 1853.4942266666667), (1407.786865234375, 1673.6976233333332))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9460332989692688,4ee1f4f148a1b04123886a1e72752ec1,,2.4 Training,True,NarrativeText,"This text describes the generator component used in their research, specifically focusing on BART-large and its advantages in text generation.",,
37,Title,fbf283a1b37562d1887626973f73615f,2.4 Training,"((297.0955505371094, 1892.3210649999999), (297.0955505371094, 1919.994953888889), (466.24639892578125, 1919.994953888889), (466.24639892578125, 1892.3210649999999))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8542823195457458,,,"We jointly train the retriever and generator components without any direct supervision on what document should be retrieved. Given a ﬁne-tuning training corpus of input/output pairs (xj, yj), we",True,Title,This text block is a section title within the document.,,
38,NarrativeText,e7f943db8cad0600fb35bae147138288,"We jointly train the retriever and generator components without any direct supervision on what document should be retrieved. Given a ﬁne-tuning training corpus of input/output pairs (xj, yj), we","((294.2911071777344, 1948.0008933333331), (294.2911071777344, 2007.9081033333332), (1410.3592529296875, 2007.9081033333332), (1410.3592529296875, 1948.0008933333331))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],3,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9311904907226562,fbf283a1b37562d1887626973f73615f,,3,True,NarrativeText,Describes the process of training retriever and generator components without direct supervision on document retrieval in the context of knowledge-intensive NLP tasks.,,
