,block_type,text,file_type,languages,page_number,filename,description,authors,research_lab,publication_year,title,section_title
126,Bibliography,"[9] Emily Dinan, Stephen Roller, Kurt Shuster, Angela Fan, Michael Auli, and Jason Weston. Wiz- ard of wikipedia: Knowledge-powered conversational agents. In International Conference on Learning Representations, 2019. URL https://openreview.net/forum?id=r1l73iRqKm.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Citation for the paper 'Wizard of Wikipedia: Knowledge-powered conversational agents' by Dinan et al., presented at ICLR 2019.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
127,Bibliography,"[10] Matthew Dunn, Levent Sagun, Mike Higgins, V. Ugur Guney, Volkan Cirik, and Kyunghyun Cho. SearchQA: A New Q&A Dataset Augmented with Context from a Search Engine. arXiv:1704.05179 [cs], April 2017. URL http://arxiv.org/abs/1704.05179. arXiv: 1704.05179.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about a question answering dataset.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
128,Bibliography,"[11] Angela Fan, Mike Lewis, and Yann Dauphin. Hierarchical neural story generation. In Proceed- ings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 889–898, Melbourne, Australia, July 2018. Association for Computational Linguistics. doi: 10.18653/v1/P18-1082. URL https://www.aclweb.org/anthology/ P18-1082.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about hierarchical neural story generation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
129,Bibliography,"[12] Angela Fan, Yacine Jernite, Ethan Perez, David Grangier, Jason Weston, and Michael Auli. ELI5: Long form question answering. In Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pages 3558–3567, Florence, Italy, July 2019. Association for Computational Linguistics. doi: 10.18653/v1/P19-1346. URL https://www.aclweb.org/ anthology/P19-1346.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about long-form question answering.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
130,Bibliography,"[13] Angela Fan, Claire Gardent, Chloe Braud, and Antoine Bordes. Augmenting transformers with KNN-based composite memory, 2020. URL https://openreview.net/forum?id= H1gx1CNKPH.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on augmenting transformers with KNN-based composite memory.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
131,Bibliography,"[14] Thibault Févry, Livio Baldini Soares, Nicholas FitzGerald, Eunsol Choi, and Tom Kwiatkowski. Entities as experts: Sparse memory access with entity supervision. ArXiv, abs/2004.07202, 2020. URL https://arxiv.org/abs/2004.07202.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about entities as experts in sparse memory access.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
132,Bibliography,"[15] Marjan Ghazvininejad, Chris Brockett, Ming-Wei Chang, Bill Dolan, Jianfeng Gao, Wen tau Yih, and Michel Galley. A knowledge-grounded neural conversation model. In AAAI Conference on Artiﬁcial Intelligence, 2018. URL https://www.aaai.org/ocs/index.php/ AAAI/AAAI18/paper/view/16710.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about a knowledge-grounded neural conversation model.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
133,Bibliography,"[16] Katja Grace, John Salvatier, Allan Dafoe, Baobao Zhang, and Owain Evans. When will AI exceed human performance? evidence from AI experts. CoRR, abs/1705.08807, 2017. URL http://arxiv.org/abs/1705.08807.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about AI exceeding human performance.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
134,Bibliography,"[17] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural In AAAI Conference on Artiﬁcial Intelligence, 2018. URL https: machine translation. //www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17282.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Bibliographic entry citing a paper titled 'Search engine guided neural machine translation' by Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li, presented at the AAAI Conference on Artificial Intelligence in 2018.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
135,Bibliography,"[18] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural machine translation. In 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, pages 5133–5140. AAAI press, 2018. 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018 ; Conference date: 02-02-2018 Through 07-02-2018.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about search engine guided neural machine translation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
136,Bibliography,"[19] Kelvin Guu, Tatsunori B. Hashimoto, Yonatan Oren, and Percy Liang. Generating sentences by editing prototypes. Transactions of the Association for Computational Linguistics, 6:437–450, 2018. doi: 10.1162/tacl_a_00030. URL https://www.aclweb.org/anthology/Q18-1031.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about sentence generation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
138,Bibliography,"[20] Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, and Ming-Wei Chang. REALM: Retrieval-augmented language model pre-training. ArXiv, abs/2002.08909, 2020. URL https: //arxiv.org/abs/2002.08909.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about retrieval-augmented language model pre-training.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
139,Bibliography,"A In S. Bengio, retrieve-and-edit H. Wallach, H. Larochelle, K. Grauman, N. Cesa-Bianchi, and R. Garnett, ed- itors, Advances pages 10052– 10062. Curran Associates, URL http://papers.nips.cc/paper/ 8209-a-retrieve-and-edit-framework-for-predicting-structured-outputs. pdf.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"The text appears to be a truncated and poorly formatted bibliographic entry, making it difficult to understand its intended meaning.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
140,Bibliography,"[22] Nabil Hossain, Marjan Ghazvininejad, and Luke Zettlemoyer. Simple and effective retrieve- edit-rerank text generation. In Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 2532–2538, Online, July 2020. Association for Computa- tional Linguistics. doi: 10.18653/v1/2020.acl-main.228. URL https://www.aclweb.org/ anthology/2020.acl-main.228.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on text generation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
141,Bibliography,"[23] Jeff Johnson, Matthijs Douze, and Hervé Jégou. Billion-scale similarity search with gpus. arXiv preprint arXiv:1702.08734, 2017. URL https://arxiv.org/abs/1702.08734.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about billion-scale similarity search using GPUs.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
142,Bibliography,"[24] Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer. TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1601–1611, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1147. URL https://www.aclweb.org/anthology/P17-1147.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Bibliographic entry for a research paper titled 'TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension' by Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
143,Bibliography,"Inferring algorithmic patterns with stack- the 28th International Conference on augmented recurrent nets. Neural Information Processing Systems - Volume 1, NIPS’15, page 190–198, Cam- bridge, MA, USA, 2015. MIT Press. URL https://papers.nips.cc/paper/ 5857-inferring-algorithmic-patterns-with-stack-augmented-recurrent-nets.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry referencing a paper presented at a conference.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
144,Bibliography,"[26] Vladimir Karpukhin, Barlas Oguz, Sewon Min, Ledell Wu, Sergey Edunov, Danqi Chen, and Wen-tau Yih. Dense passage retrieval for open-domain question answering. arXiv preprint arXiv:2004.04906, 2020. URL https://arxiv.org/abs/2004.04906.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on dense passage retrieval for open-domain question answering.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
145,Bibliography,"[27] Urvashi Khandelwal, Omer Levy, Dan Jurafsky, Luke Zettlemoyer, and Mike Lewis. Generaliza- tion through memorization: Nearest neighbor language models. In International Conference on Learning Representations, 2020. URL https://openreview.net/forum?id=HklBjCEKvH.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a paper titled 'Generalization through memorization: Nearest neighbor language models' by Urvashi Khandelwal et al.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
146,Bibliography,"[28] Diederik P. Kingma and Jimmy Ba. Adam: A method for stochastic optimization. In Yoshua Bengio and Yann LeCun, editors, 3rd International Conference on Learning Representations, ICLR 2015, San Diego, CA, USA, May 7-9, 2015, Conference Track Proceedings, 2015. URL http://arxiv.org/abs/1412.6980.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a paper titled 'Adam: A method for stochastic optimization' by Diederik P. Kingma and Jimmy Ba.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
147,Bibliography,"[29] Tom Kwiatkowski, Jennimaria Palomaki, Olivia Redﬁeld, Michael Collins, Ankur Parikh, Chris Alberti, Danielle Epstein, Illia Polosukhin, Matthew Kelcey, Jacob Devlin, Ken- ton Lee, Kristina N. Toutanova, Llion Jones, Ming-Wei Chang, Andrew Dai, Jakob Uszkoreit, Quoc Le, and Slav Petrov. Natural Questions: a Benchmark for Ques- the Association of Computational Lin- tion Answering Research. guistics, 2019. URL https://tomkwiat.users.x20web.corp.google.com/papers/ natural-questions/main-1455-kwiatkowski.pdf.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"A bibliographical entry citing a research paper about Natural Questions, a benchmark for question answering research.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
148,Bibliography,"[30] Guillaume Lample, Alexandre Sablayrolles, Marc’ Aurelio Ranzato, Ludovic Denoyer, and Herve Jegou. Large memory layers with product keys. In H. Wallach, H. Larochelle, A. Beygelzimer, F. d’ Alché-Buc, E. Fox, and R. Garnett, editors, Advances in Neural In- formation Processing Systems 32, pages 8548–8559. Curran Associates, Inc., 2019. URL http: //papers.nips.cc/paper/9061-large-memory-layers-with-product-keys.pdf.",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on large memory layers with product keys.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
149,Bibliography,"[31] Kenton Lee, Ming-Wei Chang, and Kristina Toutanova. Latent retrieval for weakly supervised open domain question answering. In Proceedings of the 57th Annual Meeting of the Association",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on latent retrieval for question answering.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
151,Bibliography,"for Computational Linguistics, pages 6086–6096, Florence, Italy, July 2019. Association for Computational Linguistics. doi: 10.18653/v1/P19-1612. URL https://www.aclweb.org/ anthology/P19-1612.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a paper presented at a conference.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
152,Bibliography,"[32] Mike Lewis, Yinhan Liu, Naman Goyal, Marjan Ghazvininejad, Abdelrahman Mohamed, Omer Levy, Veselin Stoyanov, and Luke Zettlemoyer. BART: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension. arXiv preprint arXiv:1910.13461, 2019. URL https://arxiv.org/abs/1910.13461.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Bibliographic entry for the paper 'BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension' by Mike Lewis et al.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
153,Bibliography,"[33] Jiwei Li, Michel Galley, Chris Brockett, Jianfeng Gao, and Bill Dolan. A diversity-promoting objective function for neural conversation models. In Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pages 110–119, San Diego, California, June 2016. Association for Computational Linguistics. doi: 10.18653/v1/N16-1014. URL https://www.aclweb.org/anthology/ N16-1014.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry for a research paper about a diversity-promoting objective function for neural conversation models.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
154,Bibliography,"[34] Margaret Li, Jason Weston, and Stephen Roller. Acute-eval: Improved dialogue evaluation with optimized questions and multi-turn comparisons. ArXiv, abs/1909.03087, 2019. URL https://arxiv.org/abs/1909.03087.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about dialogue evaluation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
155,Bibliography,"[35] Hairong Liu, Mingbo Ma, Liang Huang, Hao Xiong, and Zhongjun He. Robust neural machine translation with joint textual and phonetic embedding. In Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pages 3044–3049, Florence, Italy, July 2019. Association for Computational Linguistics. doi: 10.18653/v1/P19-1291. URL https://www.aclweb.org/anthology/P19-1291.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on robust neural machine translation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
156,Bibliography,"[36] Peter J. Liu*, Mohammad Saleh*, Etienne Pot, Ben Goodrich, Ryan Sepassi, Lukasz Kaiser, and Noam Shazeer. Generating wikipedia by summarizing long sequences. In International Conference on Learning Representations, 2018. URL https://openreview.net/forum? id=Hyg0vbWC-.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This block contains a bibliographic entry, citing a paper titled 'Generating Wikipedia by Summarizing Long Sequences' by Liu et al., presented at ICLR 2018.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
157,Bibliography,"[37] Yury A. Malkov and D. A. Yashunin. Efﬁcient and robust approximate nearest neighbor search using hierarchical navigable small world graphs. IEEE Transactions on Pattern Analysis and Machine Intelligence, 42:824–836, 2016. URL https://arxiv.org/abs/1603.09320.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about approximate nearest neighbor search.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
158,Bibliography,"[38] Gary Marcus. The next decade in ai: four steps towards robust artiﬁcial intelligence. arXiv preprint arXiv:2002.06177, 2020. URL https://arxiv.org/abs/2002.06177.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper authored by Gary Marcus.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
159,Bibliography,"[39] Luca Massarelli, Fabio Petroni, Aleksandra Piktus, Myle Ott, Tim Rocktäschel, Vassilis Plachouras, Fabrizio Silvestri, and Sebastian Riedel. How decoding strategies affect the arXiv preprint arXiv:1911.03587, 2019. URL https: veriﬁability of generated text. //arxiv.org/abs/1911.03587.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on the impact of decoding strategies on generated text's verifiability.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
160,Bibliography,"[40] Paulius Micikevicius, Sharan Narang, Jonah Alben, Gregory Diamos, Erich Elsen, David Garcia, Boris Ginsburg, Michael Houston, Oleksii Kuchaiev, Ganesh Venkatesh, and Hao Wu. Mixed precision training. In ICLR, 2018. URL https://openreview.net/forum?id=r1gs9JgRZ.",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing the use of mixed precision training in machine learning.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
